POST_ID,POST_LINK,IMAGES_ID,Text,Text Type,MEDIA_URL,Text OCR,Language of Text,Hate Speech,Profane,Sentiment,Targeted Insult
P:1581524047246262272,,,@payalmehta100 I remember Poppins,Caption,,,,,,,
P:1581504783298359297,,FfKiNMoVEAUNiqs.jpg,@RituChoudhryINC Nigeria must be a new district in Karnataka https://t.co/E3ha7blw6K,Caption,https://pbs.twimg.com/media/FfKiNMoVEAUNiqs.jpg,,,,,,
P:1581504347711496192,,FfKh0OqVQAEhYgC.jpg,Nigeria must be a new district in Karnataka 😂 https://t.co/duCMuuYPRX,Caption,https://pbs.twimg.com/media/FfKh0OqVQAEhYgC.jpg,,,,,,
P:1581500998832427008,,,RT @Sunil_Deodhar: This video is from same Guntur of AP wherein Minority Appeaser @ysjagan’s Govt. is proud to have a centrally located #Ji…,Caption,,,,,,,
P:1581500275512123397,,KfqmBYWGMTkG3ZrY.jpg,@srinivasiyc You just picked one line that “Dollar is getting Stronger” FM has elaborated in details that all other… https://t.co/qZ39GlY5xP,Caption,https://pbs.twimg.com/ext_tw_video_thumb/1581500219631407104/pu/img/KfqmBYWGMTkG3ZrY.jpg,,,,,,
P:1581496335957884930,,,@RebelsAnimal @waitrose When so many people are struggling to feed their families in United Kingdom due to high inf… https://t.co/NJZIlkPpcG,Caption,,,,,,,
P:1581494981776543745,,FfKZTQPVEAAjTvi.jpg,#BharatJodoYatra reaches Nigeria 🔥 https://t.co/vevMxI0IrU,Caption,https://pbs.twimg.com/media/FfKZTQPVEAAjTvi.jpg,,,,,,
P:1581480998344085504,,,"RT @Sunil_Deodhar: To label a real situation as ‘bogus’ by diluting the magnitude of offences that these maoists commit &amp; the loss, sorrow…",Caption,,,,,,,
P:1581325796488409088,,,This Train is from Bangladesh https://t.co/9KdStsyNtl,Caption,,,,,,,
P:1581319754295701504,,FfH5WPzaEAAMma0.jpg,"@AITCofficial @nsitharaman Some facts : 

➡️West Bengal Inflation is higher than the national Average 

➡️Poverty h… https://t.co/bjNDFMB1rs",Caption,https://pbs.twimg.com/media/FfH5WPzaEAAMma0.jpg,,,,,,
P:1581317467947044866,,FfH30CxagAARxB5.jpg,Anti-India lobby continues to defame the country. https://t.co/pwqWU2PLzc,Caption,https://pbs.twimg.com/media/FfH30CxagAARxB5.jpg,,,,,,
P:1581316972461293568,,,RT @rishibagree: Its Interesting to note that The Hunger Index for 2021 has been prepared using the Indian data from 2011-12 by the German…,Caption,,,,,,,
P:1581288308575199234,,,@_sayema Wearing Hijab is a progressive approach ... Amazing 👏,Caption,,,,,,,
P:1581269471351967751,,_avxCH6yvB5sNl9c.jpg,"Rahul Gandhi posted an old 2016 Mumbai local train video as a recent video from Uttar Pradesh.

Ironically, many st… https://t.co/3VjRoVq8MJ",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1581268812984647681/pu/img/_avxCH6yvB5sNl9c.jpg,,,,,,
P:1581268750346907649,,ylAR-n8nIJ3HWUoG.jpg,@PragyaLive डिलीट कर दे ... तेरे मालिक ने भी डिलीट कर दिया है https://t.co/UJhfsoZLkU,Caption,https://pbs.twimg.com/ext_tw_video_thumb/1581268512672477186/pu/img/ylAR-n8nIJ3HWUoG.jpg,,,,,,
P:1581264680857006080,,FfHHxwuacAAw6pt.jpg,Reality of World Hunger Index https://t.co/vaQZJKhjUS,Caption,https://pbs.twimg.com/media/FfHHxwuacAAw6pt.jpg,,,,,,
P:1581252668018036736,,,RT @sakshijoshii: Chalo ji.. RaGa shud thank Priyanka didi... Behen ne cum se cum amethi ki seat bacha li  #CongratsNaMo,Caption,,,,,,,
P:1581233175489286144,,,"Sri Lanka :

Has No fuel
Has No food
Has No forex
Has No paper to write Exams
Has No Medicines in hospitals
Sells d… https://t.co/uUDZmZp0o2",Caption,,,,,,,
P:1581232427141586944,,,@ActivistSandeep भाई राजस्थान वालो ने क्या बिगड़ा है जो उनको राहुल बाबा ₹500 में गैस नहीं से रहे है ???,Caption,,,,,,,
P:1581229178632155137,,,@roshnikushal राहुल गांधी के बारे में ऐसी भद्दी टिप्पणी बिलकुल बर्दाश्त नहीं की जाएगी,Caption,,,,,,,
P:1581228789757284355,,,"@Jairam_Ramesh Chaman, he was arrested by your own UPA govt in 2014",Caption,,,,,,,
P:1581208540584124416,,eL8yQmu75rXopKoK (1).jpg,Congress President Sonia Gandhi cried on seeing pictures of killed terrorists  Atif Ameen and Mohammad Sajid in Bat… https://t.co/G4OcDd5h04,Caption,https://pbs.twimg.com/ext_tw_video_thumb/1281227253255307264/pu/img/eL8yQmu75rXopKoK.jpg,,,,,,
P:1581181945845018624,,,"RT @Nithin0dha: ""The hour of the Indian economy,"" says La Vanguardia, a leading Spanish daily. 
Quite cool that the world is taking notice,…",Caption,,,,,,,
P:1581177356261429248,,QEMbvSHKgdnsjam6.jpg,"This man is a legend 🙌

 https://t.co/DYMSVOS4Af",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1580980061825830912/pu/img/QEMbvSHKgdnsjam6.jpg,,,,,,
P:1581176880711229441,,,@SupriyaShrinate @priyankagandhi कब तक दादी के नाम पर वोट माँगोगे ???,Caption,,,,,,,
P:1581168473669251073,,,"RT @JumbuTweeple: #Big 

What state is the World coming to.....Australians waiting for food coupons, no power in Germany Poland ....Srilank…",Caption,,,,,,,
P:1581166537758879744,,,@ysathishreddy @KTRTRS @pbhushan1 @irfhabib @prakashraaj @hislopia @paranjoygt @GargaC @hd_kumaraswamy… https://t.co/hrqmD2xPCc,Caption,,,,,,,
P:1581163586722082816,,FfFr3B9UYAI0C36.jpg,World economy Vs  Indian Economy https://t.co/Iw6TGP8crM… https://t.co/Iw6TGP8crM,Caption,https://pbs.twimg.com/media/FfFr3B9UYAI0C36.jpg,,,,,,
P:1581161800720338947,,,"What an irony !!!

Countries ranked higher than India on the Global Hunger Index are begging for food grains from I… https://t.co/AABIluxTsG",Caption,,,,,,,
P:1581161161189621760,,9HclBXVh8acBgdw8.jpg,"""No one knows where is India but everyone knows Bangladesh"".

Frustration speaks when you incur losses by shorting… https://t.co/mtxpmK4xqA",Caption,https://pbs.twimg.com/ext_tw_video_thumb/1580217876245581826/pu/img/9HclBXVh8acBgdw8.jpg,,,,,,
